20220912	19:04:07	c407f509-e949-4a16-990f-9e8346033e75	GET	/	undefined

20220912	19:04:22	a492cf4f-2cf1-46a8-aa07-c7fe56264016	GET	/gg	undefined

20220912	19:05:23	c9c1d02a-662d-468b-a4e8-bc151073105c	GET	/gg	undefined

20220912	19:13:06	8c6afb0f-689c-43a2-95b6-bedaa6faf188	GET	/	undefined

20220912	19:38:40	94682cb7-5a86-47d8-b2ac-0e6df56f9f34	GET	/	undefined

20220912	19:38:51	b8e5e432-3820-4cdf-91c7-798c4730e72a	GET	/NaijaCities	undefined

20220912	21:24:04	e45cfa98-07a8-4ee4-8aea-1c069e32636b	GET	/	undefined

20220912	21:24:09	383529da-99c1-4621-a123-47bd0735db7c	GET	/NaijaCities	undefined

20220912	21:32:04	391c1c3d-6f6d-4aa0-8dfc-56e50c243e22	POST	/NaijaCities/users	undefined

20220912	21:34:22	d7b2e29b-422a-496b-b6cd-6e25212e7a0c	GET	/NaijaCities/users	undefined

20220919	20:14:59	ed9bd8cb-55bd-4fda-aa05-0044ea6a559b	GET	/	undefined

20220919	20:15:00	a3887832-0b2d-4047-a6ff-d72d89452823	GET	/favicon.ico	undefined

20220919	20:15:11	90839337-8024-42d7-a188-4552e3a10d41	GET	/users	undefined

20220919	20:18:38	06f6573f-44a7-47bf-9d11-144eaa77a759	GET	/NaijaCities	undefined

20220919	20:18:44	69ab0fd9-abab-4145-9d68-cc591cd8e52e	GET	/NaijaCities/users	undefined

20220919	21:55:24	a28c7712-cfb7-4d2e-b99d-479d9d29b55e	GET	/NaijaCities/users	http://localhost:3000

20220919	21:56:28	33c5a380-d193-4567-834a-19a2041a6fb3	GET	/NaijaCities/users	http://localhost:3000

20220919	21:57:28	181d58af-f03a-4ba6-8d43-26922d08a9a8	GET	/NaijaCities/users	http://localhost:3000

20220919	21:58:29	8731b6f9-84c5-450c-a80c-77834f8314b2	GET	/NaijaCities/users	http://localhost:3000

20220919	21:59:29	c283a2a7-c7a6-41f0-8be7-f32c5caf82bf	GET	/NaijaCities/users	http://localhost:3000

20220919	22:00:30	70040330-c4f8-4bc4-8dde-369cc1323e2c	GET	/NaijaCities/users	http://localhost:3000

20220919	22:01:31	8dd21a20-f429-4108-8d96-594cddabff8c	GET	/NaijaCities/users	http://localhost:3000

20220919	22:02:32	bfa65304-8200-4451-be11-d17195ef44f6	GET	/NaijaCities/users	http://localhost:3000

20220919	22:03:33	f18bfb3c-e83e-4099-8a95-71d461aa6fc9	GET	/NaijaCities/users	http://localhost:3000

20220919	22:04:34	4688aa38-711e-4fb3-b082-567474ab2ffb	GET	/NaijaCities/users	http://localhost:3000

20220919	22:05:35	c7307a7e-07a3-4727-b355-f677e5de0fda	GET	/NaijaCities/users	http://localhost:3000

20220919	22:06:33	acbcb5f1-03f4-44a3-b833-f2789704fcb2	GET	/naijacities/users	http://localhost:3000

20220919	22:07:34	2d3629fd-0ac7-43d7-9540-f2b2dd2464ea	GET	/naijacities/users	http://localhost:3000

20220919	22:07:49	44531827-14e3-4448-8d1f-f2134c792d60	GET	/naijacities/users	http://localhost:3000

20220919	22:08:32	458ef2b7-ab7f-4b69-b80f-97aa8928f2b0	GET	/naijacities/users	http://localhost:3000

20220919	22:09:33	d71233b1-af40-4311-8b25-1383200a665d	GET	/naijacities/users	http://localhost:3000

20220919	22:10:34	b7793325-a181-48b1-b681-9f8620d698aa	GET	/naijacities/users	http://localhost:3000

20220919	22:11:35	142cd91e-818c-47b5-a9b9-9bdb7476bee8	GET	/naijacities/users	http://localhost:3000

20220919	22:21:00	25a0eef2-e77f-4a8b-9559-9c48b60ab07c	GET	/naijacities/users	http://localhost:3000

20220919	22:22:01	d3cea009-96ed-4921-a8d4-c22a865df9a9	GET	/naijacities/users	http://localhost:3000

20220919	22:23:02	43751643-92db-477f-8ee7-b36e3745cdfd	GET	/naijacities/users	http://localhost:3000

20220919	22:24:03	673ffcc8-07f2-4cb2-98b5-09b13dc5fe2a	GET	/naijacities/users	http://localhost:3000

20220919	22:25:04	2efed3aa-cf6e-424e-8582-258f454e6c3e	GET	/naijacities/users	http://localhost:3000

20220919	22:26:05	1684857a-78a9-46e4-bd7d-55bd590234cc	GET	/naijacities/users	http://localhost:3000

20220919	22:27:06	4be9b861-e125-4508-9aa8-15e432309127	GET	/naijacities/users	http://localhost:3000

20220919	22:28:07	5f0c9985-fe4b-4361-bb51-6c63d5b0ae6e	GET	/naijacities/users	http://localhost:3000

20220919	22:29:08	a7226809-4784-40b8-bbe4-18255f94c997	GET	/naijacities/users	http://localhost:3000

20220919	22:30:09	f8f2adf5-5e05-4da1-ab04-aa0d8e634377	GET	/naijacities/users	http://localhost:3000

20220919	22:31:10	c3387095-9510-45aa-a20f-38e945fb2f42	GET	/naijacities/users	http://localhost:3000

20220919	22:32:11	c0b2c5cc-5a7f-41d8-a627-015e62985b79	GET	/naijacities/users	http://localhost:3000

20220919	22:33:12	12dfbc23-d62b-4dc0-9035-7e41ab383f61	GET	/naijacities/users	http://localhost:3000

20220919	22:34:13	73cc7bfe-a1f9-4966-8a8d-21d97adf9ebd	GET	/naijacities/users	http://localhost:3000

20220919	22:35:14	0060fbaf-ca07-4da6-97c2-2cf3c421b8c7	GET	/naijacities/users	http://localhost:3000

20220919	22:36:15	3a1f7413-3094-4d79-93b5-251163477f85	GET	/naijacities/users	http://localhost:3000

20220919	22:37:16	b0d7a1a3-0739-49d9-ab84-952774c68109	GET	/naijacities/users	http://localhost:3000

20220919	22:38:17	952a2ce0-8771-4cc7-a416-0b824640b154	GET	/naijacities/users	http://localhost:3000

20220919	22:39:18	cd072b04-eade-4ccd-b9a5-4878358e6d17	GET	/naijacities/users	http://localhost:3000

20220919	22:40:19	afa6a907-8504-4cd2-b343-d0ff7d4ec750	GET	/naijacities/users	http://localhost:3000

